"compound","full","fertilised"
"alkylC",0.0347734791323887,0.0170244563205278
"aromatic",-0.223382873377583,-0.201303999185269
"carbonylC",0.00553516502761243,0.00287460671387825
"di_O_alkylC",0.101459533853876,0.103755520129188
"meth_N_alkylC",-0.179702955654963,-0.178430011044648
"O_alkylC",0.162581225561324,0.157672597095067
"O_aromaticC",-0.121493864248154,-0.104433755028289
